'Time and date','FP1-F7','F7-T7','T7-P7','P7-O1','FP1-F3','F3-C3','C3-P3','P3-O1','FP2-F4','F4-C4','C4-P4','P4-O2','FP2-F8','F8-T8','T8-P8','P8-O2','FZ-CZ','CZ-PZ','P7-T7','T7-FT9','FT9-FT10','FT10-T8','T8-P8'
'hh:mm:ss.mmm dd/mm/yyyy','uV','uV','uV','uV','uV','uV','uV','uV','uV','uV','uV','uV','uV','uV','uV','uV','uV','uV','uV','uV','uV','uV','uV'
'[01:51:23.000 05/09/2075]',-44.542,-7.814,65.641,1.954,75.409,-76.190,46.105,-30.085,33.993,41.026,-33.602,23.053,130.110,-98.852,69.158,-35.946,12.894,232.088,-64.860,161.758,-140.659,23.053,69.158
'[01:51:23.004 05/09/2075]',0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391
'[01:51:23.008 05/09/2075]',0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.781,0.391,0.391,0.391,0.391,0.391
'[01:51:23.012 05/09/2075]',0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,1.954,-1.172,0.391,0.000,0.391,0.781,0.391,1.172,5.861,0.391,0.000,0.391,0.391,0.781
'[01:51:23.016 05/09/2075]',0.391,0.391,0.781,0.391,0.391,0.391,0.391,0.391,0.391,1.172,-0.391,0.391,0.781,0.391,0.391,0.391,0.781,2.735,0.000,0.391,0.391,0.391,0.391
'[01:51:23.020 05/09/2075]',0.000,0.391,1.954,0.391,1.563,-0.391,0.391,0.391,-0.391,-6.642,7.814,1.563,1.954,0.391,-1.954,1.954,-3.126,-25.006,-1.172,1.954,0.000,1.172,-1.954
'[01:51:23.023 05/09/2075]',0.391,-0.391,0.000,0.781,0.781,-0.391,0.000,0.391,-1.172,-9.768,10.159,1.954,0.391,0.000,-1.172,1.954,-3.907,-31.648,0.781,1.563,-1.172,0.781,-1.172
'[01:51:23.027 05/09/2075]',0.391,-0.781,-2.735,1.954,-0.391,0.391,0.391,-0.781,0.781,5.861,-7.424,-0.391,-1.172,0.000,1.563,-1.172,4.298,25.788,3.516,0.391,0.391,0.000,1.563
'[01:51:23.031 05/09/2075]',-0.391,0.000,0.781,0.391,0.000,0.391,0.781,-0.391,2.735,15.629,-16.410,-1.563,0.000,0.781,1.954,-2.344,7.814,51.184,0.000,0.391,1.563,0.781,1.954
'[01:51:23.035 05/09/2075]',-1.172,1.172,4.689,-1.172,1.563,0.000,0.781,1.563,-0.391,-7.033,9.768,1.563,1.563,0.391,-1.563,2.344,-5.470,-33.602,-3.907,1.172,0.391,1.954,-1.563
'[01:51:23.039 05/09/2075]',-1.172,0.781,2.344,0.391,3.126,-1.954,0.391,1.172,-3.516,-30.085,33.602,3.907,5.079,-1.563,-7.033,7.033,-15.238,-104.322,-1.563,4.298,-1.172,0.391,-7.033
'[01:51:23.043 05/09/2075]',-5.470,-5.079,7.033,0.781,8.987,-10.940,0.391,-1.563,-4.689,-47.277,44.933,9.377,15.629,-4.298,-19.536,10.549,-20.708,-151.600,-6.252,19.145,-5.079,6.252,-19.536
'[01:51:23.047 05/09/2075]',-4.298,-12.112,6.642,4.298,12.894,-15.629,-2.344,0.000,-9.768,-81.270,70.720,17.192,12.894,-3.907,-27.350,16.410,-36.337,-261.783,-5.861,25.397,-14.457,12.894,-27.350
'[01:51:23.051 05/09/2075]',-5.470,-18.755,2.344,6.252,11.722,-21.099,-2.735,-4.689,-10.159,-73.846,57.827,14.066,8.205,-8.987,-25.397,14.457,-29.695,-220.366,-1.563,29.695,-17.973,9.377,-25.397
'[01:51:23.055 05/09/2075]',-13.284,-21.099,-3.907,14.066,10.549,-23.443,-0.781,-10.940,-1.172,-41.807,19.927,5.861,8.596,-4.689,-26.960,7.424,-14.847,-108.620,4.689,32.821,-10.159,12.112,-26.960
'[01:51:23.059 05/09/2075]',-16.410,-17.192,9.377,11.331,10.549,-22.662,0.391,-2.344,-2.344,-51.184,33.602,10.549,4.689,-6.642,-21.099,14.066,-23.834,-162.930,-8.596,27.741,-7.814,11.331,-21.099
'[01:51:23.063 05/09/2075]',-23.053,-13.284,-3.516,21.099,4.298,-23.053,0.391,-0.391,-3.907,-68.767,59.780,7.814,10.940,-11.331,-23.834,20.317,-37.900,-237.167,4.298,27.741,-3.907,3.126,-23.834
'[01:51:23.066 05/09/2075]',-21.490,-10.940,-8.596,22.271,5.470,-22.662,0.781,-3.126,1.563,-53.919,46.886,2.735,17.192,-7.033,-30.085,17.192,-28.523,-164.103,9.377,26.960,4.298,3.907,-30.085
'[01:51:23.070 05/09/2075]',-18.755,-15.629,1.563,16.020,5.079,-24.615,0.391,1.172,2.344,-42.198,30.867,8.205,19.145,-11.722,-18.755,12.112,-22.662,-132.063,-0.781,29.304,0.391,6.252,-18.755
'[01:51:23.074 05/09/2075]',-11.722,-16.801,-5.861,21.880,7.033,-25.006,-0.781,5.079,-1.172,-51.184,40.635,11.331,20.317,-14.457,-21.490,15.629,-34.774,-185.201,6.642,27.350,-1.563,4.298,-21.490
'[01:51:23.078 05/09/2075]',-4.298,-12.894,-1.563,11.722,14.066,-22.662,0.391,0.391,-1.954,-53.529,47.277,7.033,14.847,-11.722,-16.410,12.894,-35.556,-168.010,2.344,21.490,-3.516,3.516,-16.410
'[01:51:23.082 05/09/2075]',-5.470,-16.410,4.689,15.238,13.284,-20.708,3.516,1.172,-0.391,-44.151,33.211,14.457,15.629,-13.284,-15.629,16.410,-28.523,-132.063,-3.907,19.927,0.391,3.516,-15.629
'[01:51:23.086 05/09/2075]',-5.470,-16.020,-8.596,33.993,11.722,-17.582,1.954,5.470,-3.516,-49.621,39.463,19.536,7.424,-10.549,-8.205,17.582,-32.039,-168.791,9.377,19.536,-7.033,3.126,-8.205
'[01:51:23.090 05/09/2075]',-4.298,-10.549,6.642,15.629,12.894,-10.549,5.079,-0.391,0.000,-49.231,37.900,13.284,7.424,-4.298,-28.132,27.350,-29.304,-140.269,-5.861,17.582,-6.642,5.470,-28.132
'[01:51:23.094 05/09/2075]',-8.205,-7.033,15.238,8.596,11.331,-5.079,7.424,-6.252,3.516,-38.681,24.615,7.424,5.861,-5.079,-23.834,20.708,-17.973,-85.568,-14.457,17.582,-8.596,4.298,-23.834
'[01:51:23.098 05/09/2075]',-8.596,-5.079,5.470,21.099,13.284,-2.344,2.735,-1.954,2.344,-45.714,25.788,10.549,7.814,-5.861,-26.960,19.536,-23.053,-134.799,-4.689,18.364,-10.159,5.470,-26.960
'[01:51:23.102 05/09/2075]',-7.814,-1.172,12.503,8.987,14.847,0.781,0.391,-3.516,1.954,-55.482,30.085,8.987,8.205,-9.377,-36.728,24.615,-29.304,-161.758,-11.722,15.629,-11.331,2.735,-36.728
'[01:51:23.105 05/09/2075]',-7.424,1.563,2.344,14.066,15.238,3.126,-1.954,-5.079,4.689,-39.853,13.675,2.735,9.768,-9.768,-30.085,12.112,-20.708,-96.508,-1.563,10.549,-10.940,3.126,-30.085
'[01:51:23.109 05/09/2075]',-5.861,2.344,-5.079,17.973,14.847,3.516,-4.298,-6.252,-0.781,-37.118,8.987,8.205,1.563,7.033,-38.291,8.205,-16.801,-106.667,5.861,8.596,-7.814,11.722,-38.291
'[01:51:23.113 05/09/2075]',-2.344,3.516,-8.205,9.377,15.238,3.907,-5.861,-10.549,-2.735,-55.482,25.006,5.079,2.735,-7.814,-28.132,5.470,-24.615,-160.977,8.987,5.470,-14.847,3.907,-28.132
'[01:51:23.117 05/09/2075]',-3.907,9.768,-5.470,-2.735,10.940,4.298,-1.954,-17.582,-1.954,-42.979,19.927,-1.563,-0.391,-8.987,-22.662,5.470,-15.629,-105.104,6.252,0.391,-15.629,-4.298,-22.662
'[01:51:23.121 05/09/2075]',-2.344,12.112,3.126,-16.410,15.629,6.252,0.781,-27.350,5.079,-23.053,4.689,-10.549,-0.781,-1.172,-20.708,0.781,-2.735,-50.012,-2.344,0.391,-14.457,-1.563,-20.708
'[01:51:23.125 05/09/2075]',-4.689,4.298,-5.861,1.954,12.894,2.735,-1.954,-17.973,0.391,-36.337,17.973,-1.954,0.391,-15.238,-13.675,8.205,-11.722,-112.527,6.642,4.689,-12.894,-8.987,-13.675
'[01:51:23.129 05/09/2075]',-4.298,1.563,-1.172,4.689,14.066,1.954,0.391,-16.410,1.172,-49.621,38.681,-1.563,1.172,-5.079,-23.443,15.238,-21.490,-153.553,1.954,10.159,-7.814,-6.642,-23.443
'[01:51:23.133 05/09/2075]',-5.079,0.391,7.424,3.126,16.801,3.126,3.907,-18.755,2.344,-31.648,26.569,-2.735,0.000,4.689,-21.490,10.549,-7.814,-81.661,-6.642,11.722,0.391,1.954,-21.490
'[01:51:23.137 05/09/2075]',-7.033,1.563,2.735,13.675,15.238,3.516,2.344,-10.549,1.954,-26.569,17.973,6.642,1.172,3.126,-14.066,7.814,-4.689,-71.502,-1.954,10.940,1.954,6.642,-14.066
'[01:51:23.141 05/09/2075]',-6.252,7.424,8.596,4.298,13.284,5.861,5.079,-11.331,5.470,-38.291,35.165,0.391,5.470,2.344,-11.722,5.470,-13.675,-115.263,-7.814,5.861,-1.563,9.768,-11.722
'[01:51:23.145 05/09/2075]',-6.642,9.768,5.079,3.907,12.503,7.814,6.252,-14.847,11.331,-32.039,33.602,-6.642,3.126,6.642,-12.112,7.033,-7.424,-87.912,-4.298,4.689,-6.642,11.722,-12.112
