'Time and date','FP1-F7','F7-T7','T7-P7','P7-O1','FP1-F3','F3-C3','C3-P3','P3-O1','FP2-F4','F4-C4','C4-P4','P4-O2','FP2-F8','F8-T8','T8-P8','P8-O2','FZ-CZ','CZ-PZ','P7-T7','T7-FT9','FT9-FT10','FT10-T8','T8-P8'
'hh:mm:ss.mmm dd/mm/yyyy','uV','uV','uV','uV','uV','uV','uV','uV','uV','uV','uV','uV','uV','uV','uV','uV','uV','uV','uV','uV','uV','uV','uV'
'[19:30:03.000 24/07/2074]',-2.735,-37.509,100.806,0.781,30.867,8.596,11.722,10.159,37.118,37.900,-0.391,9.377,-56.654,33.602,93.773,13.284,41.807,-12.894,-100.024,105.104,10.549,-133.626,93.773
'[19:30:03.004 24/07/2074]',0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391
'[19:30:03.008 24/07/2074]',0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.000,0.391,0.391,0.391,0.391,0.391,0.391,0.391
'[19:30:03.012 24/07/2074]',0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.000,0.391,0.391,0.781,-0.781,0.391,0.391,0.391,0.391,1.172,0.000,0.781
'[19:30:03.016 24/07/2074]',0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.781,-1.172,2.344,0.391,0.391,0.391,0.000,-0.391,1.563,-1.172
'[19:30:03.020 24/07/2074]',-0.391,0.781,0.391,0.391,0.000,0.391,0.391,0.391,0.391,1.172,-0.781,3.126,-0.391,0.391,-1.954,6.642,0.391,0.000,0.391,0.000,-3.126,1.954,-1.954
'[19:30:03.023 24/07/2074]',-0.781,0.000,1.172,0.000,-0.391,0.391,0.000,0.391,-0.391,1.563,-1.172,1.172,0.000,-1.563,1.563,0.391,1.172,0.391,-0.391,1.172,0.781,-1.954,1.563
'[19:30:03.027 24/07/2074]',0.781,0.000,1.954,0.391,0.391,0.781,0.391,0.391,0.391,0.391,1.172,-4.689,1.172,-0.391,5.470,-9.377,1.563,1.172,-1.172,2.344,2.735,-2.735,5.470
'[19:30:03.031 24/07/2074]',1.954,0.781,1.172,0.781,1.172,1.563,1.563,0.391,2.344,0.000,3.126,-4.298,0.391,2.344,2.344,-3.516,1.563,0.391,-0.391,1.172,-1.954,1.563,2.344
'[19:30:03.035 24/07/2074]',-1.172,0.391,1.172,0.391,-0.391,0.781,0.781,0.000,0.781,1.563,-0.391,3.516,-1.172,2.735,-3.516,7.814,1.563,-0.391,-0.391,-3.907,0.781,5.079,-3.516
'[19:30:03.039 24/07/2074]',-2.735,0.391,0.781,0.391,0.000,0.000,0.000,-0.391,-1.172,3.516,-4.298,5.079,-2.344,0.391,-9.377,15.238,1.563,0.391,0.000,-7.033,1.954,5.861,-9.377
'[19:30:03.043 24/07/2074]',-2.344,6.252,-1.563,1.954,-0.391,2.735,1.172,0.391,0.391,9.768,-7.424,10.940,-10.159,-0.781,-18.755,44.151,7.814,-2.344,2.344,-2.735,-30.085,10.940,-18.755
'[19:30:03.047 24/07/2074]',-11.331,3.907,6.642,0.000,-8.987,8.987,0.000,0.391,-1.172,16.410,-14.457,16.410,-11.722,-6.642,2.344,34.383,18.755,-0.781,-5.861,17.582,-37.509,-5.861,2.344
'[19:30:03.051 24/07/2074]',-13.284,-0.781,23.053,1.172,-5.079,13.284,3.516,-1.563,-3.126,21.099,-10.549,-17.973,-13.284,-7.424,18.755,-8.205,28.913,3.126,-22.271,9.377,-3.126,-14.066,18.755
'[19:30:03.055 24/07/2074]',-8.987,1.563,27.741,0.391,-2.344,19.536,9.377,-5.079,12.503,18.364,-3.907,-41.026,-17.973,6.642,31.648,-33.211,38.291,4.298,-26.960,-3.126,-17.192,9.768,31.648
'[19:30:03.059 24/07/2074]',-12.503,-1.172,35.556,-0.391,-3.907,25.788,10.549,-10.549,12.503,21.490,-1.172,-44.542,-20.708,2.735,42.589,-35.556,48.059,3.907,-34.774,-8.987,7.814,-1.954,42.589
'[19:30:03.063 24/07/2074]',-13.284,-7.424,41.026,3.907,0.781,23.053,11.722,-11.722,16.020,19.536,-3.516,-39.072,-18.364,25.788,10.159,-24.225,52.747,6.252,-40.244,-35.165,48.840,25.006,10.159
'[19:30:03.066 24/07/2074]',-0.781,23.053,1.172,7.424,5.861,23.053,10.940,-9.377,23.834,12.112,0.391,-29.304,-21.880,32.430,0.391,-3.126,54.310,6.252,-0.391,-37.509,-8.596,43.370,0.391
'[19:30:03.070 24/07/2074]',0.391,43.761,-24.615,11.722,3.126,26.569,10.549,-8.205,23.834,10.940,1.172,-10.940,-21.490,26.960,-0.391,20.317,58.608,1.954,25.397,-34.383,-22.271,23.443,-0.391
'[19:30:03.074 24/07/2074]',-3.907,32.039,-9.768,25.006,7.814,21.490,12.112,0.781,20.708,12.503,1.563,7.424,-19.145,59.389,-22.271,27.741,59.389,5.470,10.549,-10.159,-17.582,43.370,-22.271
'[19:30:03.078 24/07/2074]',-2.735,49.621,-30.867,24.615,14.066,17.973,9.377,-1.563,23.443,6.642,4.689,-13.675,-24.615,17.192,21.490,6.642,51.184,8.987,31.648,-47.668,-27.350,18.364,21.490
