'Time and date','FP1-F7','F7-T7','T7-P7','P7-O1','FP1-F3','F3-C3','C3-P3','P3-O1','FP2-F4','F4-C4','C4-P4','P4-O2','FP2-F8','F8-T8','T8-P8','P8-O2','FZ-CZ','CZ-PZ','P7-T7','T7-FT9','FT9-FT10','FT10-T8','T8-P8'
'hh:mm:ss.mmm dd/mm/yyyy','uV','uV','uV','uV','uV','uV','uV','uV','uV','uV','uV','uV','uV','uV','uV','uV','uV','uV','uV','uV','uV','uV','uV'
'[15:23:47.000 02/09/2075]',-58.608,18.755,41.416,0.000,-21.880,-19.145,37.509,5.079,-45.714,7.814,34.383,-1.563,-62.125,3.516,33.602,19.927,-22.271,30.085,-40.635,-3.907,-21.880,16.020,33.602
'[15:23:47.004 02/09/2075]',0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391
'[15:23:47.008 02/09/2075]',0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391
'[15:23:47.012 02/09/2075]',0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,1.172,0.391,0.000,0.391,0.391,0.391,0.391,0.391,1.172,0.391
'[15:23:47.016 02/09/2075]',0.391,0.000,0.781,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,-0.391,0.391,0.781,0.391,0.391,0.000,1.172,0.391,-0.391,0.391
'[15:23:47.020 02/09/2075]',0.391,0.391,-1.172,1.172,0.000,0.391,0.391,0.391,0.000,0.000,0.391,0.391,0.000,-2.735,0.781,1.954,0.000,0.391,1.954,0.781,0.000,-2.735,0.781
'[15:23:47.023 02/09/2075]',-0.391,1.172,-1.954,0.391,-0.391,0.391,0.000,0.000,0.391,-0.391,0.000,0.391,-0.781,0.391,0.391,0.000,-0.391,0.391,2.735,-1.954,0.000,1.172,0.391
'[15:23:47.027 02/09/2075]',-0.391,0.391,1.563,-1.563,0.000,0.391,0.391,-0.391,0.000,0.781,-0.391,0.391,0.000,3.907,-0.391,-1.954,0.000,0.391,-0.781,-0.781,0.391,5.079,-0.391
'[15:23:47.031 02/09/2075]',1.563,-2.344,3.126,-0.391,0.391,0.391,0.391,0.391,-0.781,1.172,0.391,0.391,1.172,-1.563,0.391,0.391,0.781,0.391,-2.344,3.907,1.172,-2.735,0.391
'[15:23:47.035 02/09/2075]',1.172,-2.344,-1.172,3.126,0.391,0.000,0.391,0.391,0.391,-0.391,0.391,-0.391,0.391,-5.470,1.563,2.344,0.781,0.391,1.954,3.516,0.391,-7.033,1.563
'[15:23:47.039 02/09/2075]',-1.954,1.172,-4.298,2.735,-0.391,0.391,0.000,-0.781,0.781,-1.954,0.391,-1.172,-2.344,-2.344,-0.391,1.954,-0.781,1.172,5.079,-0.781,-1.563,0.000,-0.391
'[15:23:47.043 02/09/2075]',-0.391,0.000,-9.768,4.689,-4.689,4.298,-1.172,-3.516,-5.861,-2.735,0.391,-2.344,-5.861,-20.708,3.516,12.112,-5.470,3.516,10.549,1.954,-5.079,-17.582,3.516
'[15:23:47.047 02/09/2075]',-2.344,1.563,-25.397,2.344,-11.722,1.563,-6.252,-6.252,-12.503,-5.470,-4.298,-1.172,-13.675,-32.039,8.987,11.331,-10.549,2.735,26.178,-9.768,-4.298,-26.178,8.987
'[15:23:47.051 02/09/2075]',-10.940,-10.940,-8.987,-5.861,-17.582,0.781,-8.205,-12.503,-12.503,-7.424,-11.722,-2.344,-14.847,-20.317,0.391,0.000,-12.503,0.391,9.768,-2.735,-5.470,-4.689,0.391
'[15:23:47.055 02/09/2075]',-6.642,-25.006,-5.861,-4.298,-16.801,-0.781,-7.033,-17.582,-21.880,-1.563,-10.940,-9.768,-12.503,-31.258,-1.172,0.000,-11.722,0.781,6.642,9.377,-1.563,-17.582,-1.172
'[15:23:47.059 02/09/2075]',-10.940,-20.708,-15.238,-2.735,-16.801,-8.987,-9.768,-14.066,-24.615,-7.814,-14.066,-11.331,-20.708,-35.556,1.172,-3.907,-7.814,-0.781,16.020,-1.954,3.126,-25.788,1.172
'[15:23:47.063 02/09/2075]',-21.099,-6.252,-21.099,-1.563,-15.629,-5.861,-9.768,-19.145,-23.443,-7.424,-10.159,-16.801,-21.099,-12.112,-9.377,-15.238,-5.861,0.391,21.880,-13.284,2.344,4.689,-9.377
'[15:23:47.066 02/09/2075]',-21.490,20.317,-40.635,0.391,-8.987,-3.126,-6.252,-22.271,-28.523,-0.391,-5.079,-24.615,-23.443,-17.192,-1.563,-16.410,-5.079,2.735,41.416,-33.211,0.000,3.516,-1.563
'[15:23:47.070 02/09/2075]',-25.006,23.443,-37.509,0.391,-13.675,-3.516,-5.079,-14.847,-33.602,4.298,-1.172,-17.582,-21.099,-41.416,18.755,-4.689,-3.907,3.516,38.291,-33.993,2.344,-24.615,18.755
'[15:23:47.074 02/09/2075]',-31.258,12.112,-23.053,-1.954,-32.821,5.861,-3.126,-13.675,-28.132,7.424,-7.814,-11.722,-16.020,-37.900,7.814,4.689,-2.735,5.079,23.834,-20.708,0.000,-18.364,7.814
'[15:23:47.078 02/09/2075]',-35.556,-11.331,-0.391,3.907,-35.556,1.563,0.781,-10.159,-25.006,7.814,-7.814,-17.973,-12.894,-39.072,-2.344,10.159,-4.689,7.424,1.172,5.079,-2.344,-15.629,-2.344
'[15:23:47.082 02/09/2075]',-33.602,-33.602,26.960,3.516,-44.542,3.907,4.689,-0.781,-26.178,8.987,-0.391,1.563,-15.629,-37.509,11.331,25.006,-3.516,12.112,-26.178,21.490,1.954,-23.053,11.331
'[15:23:47.086 02/09/2075]',-32.039,-14.066,16.801,-1.954,-44.542,7.814,1.954,2.344,-32.039,10.159,-2.735,9.768,-26.960,-3.126,-10.940,25.788,-1.954,14.847,-16.020,1.954,1.172,4.689,-10.940
'[15:23:47.090 02/09/2075]',-30.867,-10.940,11.722,0.781,-31.648,3.907,0.000,-0.781,-31.258,9.377,2.344,6.642,-28.132,10.549,-3.907,8.596,-5.470,16.410,-10.940,-1.563,0.391,28.913,-3.907
'[15:23:47.094 02/09/2075]',-26.178,-2.735,10.159,-1.954,-22.662,2.735,2.735,-3.126,-23.443,11.722,4.689,8.596,-23.834,-8.596,34.774,0.000,-3.907,15.238,-9.377,-12.894,4.689,7.814,34.774
'[15:23:47.098 02/09/2075]',-32.039,1.172,-7.424,0.391,-26.178,-2.344,0.000,-8.205,-19.927,7.424,-3.907,-2.735,-25.397,-12.894,26.569,-7.814,-4.689,10.549,8.205,-17.192,3.907,1.954,26.569
'[15:23:47.102 02/09/2075]',-33.211,-11.722,-8.987,10.549,-26.960,-8.596,-2.344,-4.689,-20.708,0.000,-11.722,-1.563,-25.006,-35.946,19.536,5.470,-5.861,7.033,9.768,-10.159,2.344,-10.159,19.536
'[15:23:47.105 02/09/2075]',-35.946,-29.695,0.000,11.331,-30.085,-14.457,-1.172,-7.424,-23.053,-11.331,-8.987,-1.563,-28.132,-51.966,22.271,10.549,-8.596,3.516,0.781,7.814,5.079,-28.523,22.271
'[15:23:47.109 02/09/2075]',-35.946,-30.085,-3.907,15.238,-34.774,-15.238,0.000,-3.907,-41.026,-1.954,-9.377,5.470,-32.430,-46.105,4.689,26.178,-7.814,0.781,4.689,17.192,2.344,-32.430,4.689
'[15:23:47.113 02/09/2075]',-36.337,-23.443,-12.112,13.675,-41.026,-14.847,-4.298,2.344,-56.264,-2.344,-12.894,19.927,-38.681,-48.449,-6.252,42.198,-11.722,0.391,12.894,11.331,-3.126,-30.867,-6.252
'[15:23:47.117 02/09/2075]',-33.993,-22.271,-9.768,-8.205,-51.575,-15.238,-4.298,-3.126,-56.264,-5.079,-17.582,9.377,-37.118,-30.867,-10.159,8.987,-17.192,-3.126,10.549,3.126,1.954,-15.238,-10.159
'[15:23:47.121 02/09/2075]',-33.211,-6.642,-16.410,-16.410,-52.357,-16.410,-2.344,-1.563,-46.105,-3.907,-9.768,3.126,-29.695,-32.430,16.020,-10.940,-17.192,-3.126,17.192,-11.331,1.563,-23.053,16.020
'[15:23:47.125 02/09/2075]',-34.774,-6.252,-33.211,-7.814,-56.654,-17.973,-6.642,0.391,-48.840,-3.126,-10.159,4.689,-26.569,-37.509,20.708,-14.847,-16.020,-1.563,33.993,-14.457,7.424,-31.258,20.708
'[15:23:47.129 02/09/2075]',-26.178,-19.145,-22.662,-13.675,-46.886,-25.006,-6.642,-2.344,-39.072,-10.940,-7.033,0.391,-24.225,-37.509,21.099,-16.801,-15.238,0.391,23.443,-14.457,10.549,-27.741,21.099
'[15:23:47.133 02/09/2075]',-32.821,-27.741,-13.284,-6.642,-39.853,-24.615,-6.642,-8.205,-41.026,-6.252,0.391,-10.159,-20.708,-36.728,26.569,-26.178,-10.940,1.172,14.066,8.596,9.377,-27.741,26.569
'[15:23:47.137 02/09/2075]',-28.913,-36.337,-13.284,-2.344,-40.244,-18.755,-10.549,-10.549,-50.012,-3.516,-4.689,-10.940,-30.867,-30.476,1.563,-10.549,-7.814,1.172,14.066,21.880,3.126,-26.178,1.563
'[15:23:47.141 02/09/2075]',-23.443,-35.946,-10.940,-9.377,-38.681,-12.503,-11.722,-16.801,-49.621,-5.079,-9.377,-23.443,-36.728,-19.927,-10.940,-19.536,-5.079,0.781,11.722,15.238,3.126,-13.284,-10.940
