'Time and date','FP1-F7','F7-T7','T7-P7','P7-O1','FP1-F3','F3-C3','C3-P3','P3-O1','FP2-F4','F4-C4','C4-P4','P4-O2','FP2-F8','F8-T8','T8-P8','P8-O2','FZ-CZ','CZ-PZ','P7-T7','T7-FT9','FT9-FT10','FT10-T8','T8-P8'
'hh:mm:ss.mmm dd/mm/yyyy','uV','uV','uV','uV','uV','uV','uV','uV','uV','uV','uV','uV','uV','uV','uV','uV','uV','uV','uV','uV','uV','uV','uV'
'[12:42:57.000 06/11/2076]',15.238,15.238,28.523,-13.284,41.026,-12.112,-12.112,28.913,14.066,-7.424,3.907,-14.066,-15.238,32.430,-26.960,6.252,-32.430,-26.178,-27.741,-47.668,-25.397,55.092,-26.960
'[12:42:57.004 06/11/2076]',0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391
'[12:42:57.008 06/11/2076]',0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.781,0.391,0.391,0.391,0.781,0.391,0.391,0.391,0.391,0.391,0.391,0.391
'[12:42:57.012 06/11/2076]',0.000,0.391,0.391,0.391,0.000,0.391,0.391,0.391,0.000,0.391,0.391,1.172,0.391,0.000,0.391,1.172,0.391,0.391,0.391,0.391,0.391,0.391,0.391
'[12:42:57.016 06/11/2076]',0.000,1.172,0.391,0.391,0.391,0.391,0.000,0.781,0.391,0.000,0.391,-3.907,-2.344,3.126,0.781,-5.079,0.391,0.391,0.391,-1.563,0.781,0.781,0.781
'[12:42:57.020 06/11/2076]',1.954,0.391,0.000,0.391,2.735,-0.781,0.391,0.391,2.344,-0.391,0.781,-4.298,0.000,2.344,0.391,-4.298,0.391,0.391,0.781,0.391,0.000,0.391,0.391
'[12:42:57.023 06/11/2076]',4.689,-1.954,0.000,0.781,4.298,0.000,1.172,-1.954,2.735,0.781,1.563,10.549,9.768,-6.252,-0.781,14.066,0.391,1.563,0.781,7.814,-2.344,-1.563,-0.781
'[12:42:57.027 06/11/2076]',1.954,-1.563,0.391,0.391,1.563,1.172,0.391,-1.563,0.000,1.563,0.391,13.675,7.033,-6.252,-0.781,15.629,0.391,0.391,0.391,5.079,0.000,-0.391,-0.781
'[12:42:57.031 06/11/2076]',-2.344,3.516,0.391,-0.391,-2.344,1.172,-1.172,3.516,-3.516,0.000,-0.781,-11.722,-12.503,9.768,2.344,-17.192,0.391,-1.954,0.391,-9.768,3.516,3.907,2.344
'[12:42:57.035 06/11/2076]',-2.344,3.516,0.000,0.000,-2.344,-0.391,-0.391,3.907,-1.563,-0.391,0.000,-19.927,-12.503,10.940,2.344,-23.834,0.781,0.000,0.781,-7.033,0.781,2.344,2.344
'[12:42:57.039 06/11/2076]',5.079,-1.954,-1.563,0.391,5.470,-1.954,1.563,-2.344,7.814,-0.391,2.344,0.391,11.331,-3.126,-1.563,4.298,1.563,2.735,2.344,10.940,-5.861,-3.126,-1.563
'[12:42:57.043 06/11/2076]',24.225,-0.391,-7.033,-3.126,29.695,-8.596,-1.172,-6.642,25.006,-5.861,5.079,-11.722,16.020,6.252,-0.391,-9.377,0.391,0.781,7.814,10.549,-9.377,0.000,-0.391
'[12:42:57.047 06/11/2076]',46.496,-8.596,-9.768,-1.563,50.403,-10.940,1.172,-14.457,29.695,-3.126,10.159,25.397,44.542,-13.675,-2.735,35.556,0.391,2.344,10.549,33.211,-16.801,-5.861,-2.735
'[12:42:57.051 06/11/2076]',57.436,-14.847,-12.112,-0.781,54.701,-8.205,0.391,-17.192,22.662,0.391,10.159,51.575,56.264,-28.132,-7.033,64.078,2.735,0.391,12.894,47.277,-21.880,-8.987,-7.033
'[12:42:57.055 06/11/2076]',40.635,-6.252,-8.205,-5.079,37.118,-4.689,-2.344,-8.596,5.861,1.563,8.205,16.801,22.662,-5.470,-2.735,19.927,5.470,-7.424,8.987,25.397,-14.066,-2.344,-2.735
'[12:42:57.059 06/11/2076]',32.821,-1.563,-5.470,-2.735,24.615,0.000,-2.735,0.391,-8.987,5.470,5.470,2.735,0.781,5.861,0.391,-1.172,11.722,-8.596,6.252,17.582,-15.629,0.781,0.391
'[12:42:57.063 06/11/2076]',12.503,-2.735,-5.861,-6.642,3.516,2.344,-2.735,-7.424,-1.954,9.768,4.689,14.457,24.615,-7.814,-3.516,15.238,15.629,-6.642,6.642,32.430,-19.536,-4.298,-3.516
'[12:42:57.066 06/11/2076]',14.457,4.298,-2.735,-7.814,13.284,7.033,-1.954,-10.940,19.145,8.987,6.252,22.662,46.886,-9.768,-1.954,23.834,18.364,-6.642,3.516,31.648,-10.159,-3.126,-1.954
'[12:42:57.070 06/11/2076]',25.788,10.940,-5.470,-8.987,30.476,7.033,-6.252,-10.159,34.774,6.252,2.344,18.755,53.138,-3.907,3.516,10.159,18.364,-11.331,6.252,17.192,2.735,1.954,3.516
'[12:42:57.074 06/11/2076]',29.304,8.205,-8.596,-7.814,32.430,5.470,-7.424,-10.940,43.761,4.689,0.391,18.364,71.111,-13.675,4.298,6.252,16.410,-12.503,9.377,18.755,15.629,-4.689,4.298
'[12:42:57.078 06/11/2076]',29.695,4.689,-5.861,-4.689,31.258,5.079,-4.689,-8.596,32.039,3.907,0.391,7.814,65.641,-21.099,-0.391,1.563,15.629,-10.159,6.642,23.834,25.397,-13.284,-0.391
'[12:42:57.082 06/11/2076]',33.211,3.126,-5.079,-3.907,35.556,3.907,-5.861,-8.205,25.788,7.424,0.781,6.252,58.608,-18.364,-2.735,4.298,13.675,-7.814,5.861,25.397,25.397,-14.066,-2.735
'[12:42:57.086 06/11/2076]',39.463,5.861,-8.987,-7.033,43.761,1.954,-5.470,-12.503,23.053,12.894,1.563,9.768,57.827,-12.112,-5.079,8.596,13.284,-1.954,9.768,24.225,26.178,-10.549,-5.079
'[12:42:57.090 06/11/2076]',42.979,9.377,-4.298,-8.596,50.012,1.563,-2.735,-8.987,25.397,23.443,2.735,10.549,59.780,-0.391,-3.907,7.814,16.410,5.079,5.079,18.755,29.695,-5.079,-3.907
'[12:42:57.094 06/11/2076]',61.343,24.615,-7.424,-4.689,72.674,7.424,-3.516,-3.516,43.761,30.085,5.861,7.033,69.158,10.549,-0.391,9.377,19.536,8.596,8.205,12.503,17.973,0.000,-0.391
'[12:42:57.098 06/11/2076]',85.568,32.039,-8.596,-3.126,96.508,16.801,-5.470,-1.954,60.171,33.993,12.112,17.582,92.210,0.781,4.689,27.350,21.099,10.940,9.377,19.145,0.391,-3.907,4.689
'[12:42:57.102 06/11/2076]',92.601,33.211,-8.205,-0.781,102.759,19.927,-3.126,-2.735,64.860,38.291,12.894,21.490,101.587,0.000,5.470,33.211,21.880,11.331,8.987,20.708,3.126,-7.424,5.470
'[12:42:57.105 06/11/2076]',109.792,41.416,-12.894,-0.781,121.514,20.708,-3.126,-1.954,69.158,40.244,7.814,6.642,92.991,19.145,3.126,10.159,25.397,9.377,13.675,8.205,14.066,-1.954,3.126
'[12:42:57.109 06/11/2076]',128.547,48.449,-18.364,-3.126,141.832,17.973,-1.172,-3.907,78.535,41.026,3.516,-5.861,88.694,38.681,1.563,-10.159,28.523,10.549,19.145,-1.563,23.834,3.516,1.563
'[12:42:57.113 06/11/2076]',130.891,49.231,-12.894,-10.549,146.520,5.861,9.768,-6.642,84.005,51.575,-5.861,1.954,97.680,58.608,-3.907,-18.755,42.979,10.549,13.675,-14.457,59.780,12.112,-3.907
'[12:42:57.117 06/11/2076]',137.534,47.668,-13.675,-1.563,152.381,1.172,7.424,7.814,94.554,53.919,-19.145,27.350,107.057,69.158,-10.549,-7.814,46.105,7.814,14.457,-18.755,64.469,21.490,-10.549
'[12:42:57.121 06/11/2076]',144.957,60.952,-6.642,-5.861,160.977,21.490,6.642,1.172,102.759,53.138,-1.954,-1.172,109.402,63.297,-7.424,-10.549,42.198,10.159,7.424,-4.298,30.085,14.066,-7.424
'[12:42:57.125 06/11/2076]',162.149,62.515,0.391,0.000,179.341,32.039,5.079,7.424,119.170,50.794,1.172,2.735,124.640,58.217,-7.814,0.391,39.072,8.987,0.391,-0.391,19.536,11.722,-7.814
'[12:42:57.129 06/11/2076]',164.884,57.045,3.516,1.172,179.731,39.072,7.033,0.781,131.673,50.794,7.033,6.252,148.083,45.714,-16.020,19.145,35.946,11.722,-2.735,19.927,4.298,2.735,-16.020
'[12:42:57.133 06/11/2076]',176.215,54.701,3.907,-1.172,184.029,48.840,8.596,-7.424,130.891,50.012,15.238,1.172,153.553,37.509,-20.317,27.741,35.946,15.238,-3.126,32.039,-7.424,-5.079,-20.317
'[12:42:57.137 06/11/2076]',182.466,51.575,2.344,-4.298,184.029,48.840,7.033,-7.814,135.580,48.059,8.596,7.424,155.507,45.324,-23.053,23.443,38.681,15.629,-1.563,20.317,2.735,-3.516,-23.053
'[12:42:57.141 06/11/2076]',171.526,45.714,9.768,-2.735,173.480,42.198,9.768,-2.735,134.799,51.575,4.689,14.847,159.805,51.184,-24.225,21.880,42.979,18.755,-8.987,16.020,10.549,-3.516,-24.225
'[12:42:57.145 06/11/2076]',184.811,46.886,10.549,-7.424,192.234,42.198,11.331,-11.331,133.626,53.138,13.284,-1.172,155.507,51.575,-20.708,14.066,41.807,25.788,-9.768,17.973,1.954,-10.159,-20.708
'[12:42:57.148 06/11/2076]',188.718,45.714,10.159,-12.112,202.393,44.151,7.033,-21.490,134.017,46.105,18.364,-0.781,151.209,39.853,-17.582,25.006,33.602,27.350,-9.377,23.443,-14.457,-16.801,-17.582
