'Time and date','FP1-F7','F7-T7','T7-P7','P7-O1','FP1-F3','F3-C3','C3-P3','P3-O1','FP2-F4','F4-C4','C4-P4','P4-O2','FP2-F8','F8-T8','T8-P8','P8-O2','FZ-CZ','CZ-PZ','P7-T7','T7-FT9','FT9-FT10','FT10-T8','T8-P8'
'hh:mm:ss.mmm dd/mm/yyyy','uV','uV','uV','uV','uV','uV','uV','uV','uV','uV','uV','uV','uV','uV','uV','uV','uV','uV','uV','uV','uV','uV','uV'
'[13:23:36.000 02/09/2075]',42.198,19.536,6.252,-14.066,31.258,-16.801,33.602,5.861,0.391,-48.449,53.919,-13.284,5.861,-9.768,2.344,-5.861,-23.053,26.960,-5.470,-5.470,-10.159,-12.894,2.344
'[13:23:36.004 02/09/2075]',0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391
'[13:23:36.008 02/09/2075]',0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391
'[13:23:36.012 02/09/2075]',0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391
'[13:23:36.016 02/09/2075]',0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.000,0.391,0.391,0.391
'[13:23:36.020 02/09/2075]',0.000,0.391,-0.391,0.391,-0.781,0.391,0.391,0.391,0.391,-0.781,0.391,0.391,0.000,0.391,0.391,0.391,0.000,0.391,1.172,0.000,0.391,0.391,0.391
'[13:23:36.023 02/09/2075]',-0.781,0.391,-0.391,0.391,-1.172,0.781,0.000,0.000,1.172,0.000,0.391,0.000,0.391,0.781,0.391,-0.391,0.391,0.000,1.172,1.563,0.781,-0.391,0.391
'[13:23:36.027 02/09/2075]',0.781,0.391,0.000,0.391,1.172,0.781,0.391,0.000,0.781,1.563,0.391,-0.391,1.563,0.391,0.391,0.391,1.172,0.391,0.781,1.563,0.391,0.000,0.391
'[13:23:36.031 02/09/2075]',1.954,-0.391,0.391,0.781,3.126,-0.781,0.391,0.000,-0.781,1.172,0.391,0.391,0.391,-0.781,-0.391,1.563,0.391,0.391,0.391,-0.781,0.391,1.954,-0.391
'[13:23:36.035 02/09/2075]',-0.781,0.000,-0.391,0.391,-0.391,-0.781,0.000,0.391,-0.781,-0.781,0.391,0.391,-1.172,0.391,0.000,0.391,-0.391,0.391,1.172,-0.781,0.391,1.172,0.000
'[13:23:36.039 02/09/2075]',-3.907,0.391,-2.735,0.391,-6.642,0.391,-0.391,0.391,1.954,-1.954,0.000,0.000,-0.781,1.563,0.391,-1.563,-1.172,-0.391,3.516,0.781,1.172,-0.781,0.391
'[13:23:36.043 02/09/2075]',-5.079,-2.344,-10.549,0.391,-11.331,-3.126,-3.126,-0.391,1.172,-8.596,1.172,-1.954,-3.126,-0.391,-2.735,-1.172,-4.298,-1.172,11.331,-2.344,1.563,1.172,-2.735
'[13:23:36.047 02/09/2075]',-7.033,-2.344,-16.801,-3.126,-12.503,-2.735,-6.642,-6.642,3.907,-10.549,1.563,-8.596,-3.516,2.344,-5.470,-6.252,-4.689,-3.907,17.582,2.735,6.252,-0.781,-5.470
'[13:23:36.051 02/09/2075]',-10.159,-6.252,-24.225,0.391,-14.457,-4.298,-10.549,-10.940,5.861,-5.079,0.781,-14.066,1.172,0.781,-6.642,-6.252,-1.563,-5.861,25.006,10.159,6.252,-3.907,-6.642
'[13:23:36.055 02/09/2075]',-4.298,-8.987,-31.258,1.172,-3.516,-7.424,-14.847,-16.410,3.516,-1.563,1.172,-16.020,2.735,0.391,-11.722,-3.516,-0.781,-5.861,32.039,5.861,7.033,1.563,-11.722
'[13:23:36.059 02/09/2075]',-13.284,-9.377,-32.039,0.391,-8.596,-7.814,-16.410,-19.927,1.172,1.172,1.563,-21.880,0.391,2.344,-12.503,-6.642,-1.563,-7.424,32.821,5.079,10.159,4.298,-12.503
'[13:23:36.063 02/09/2075]',-14.457,-7.424,-32.430,3.907,-11.331,-4.689,-14.847,-18.364,4.689,4.298,0.781,-22.662,1.172,7.033,-7.033,-11.722,-0.391,-7.424,33.211,9.377,10.549,1.954,-7.033
'[13:23:36.066 02/09/2075]',-12.503,-8.205,-34.383,7.814,-10.159,-4.689,-14.847,-15.629,8.205,1.954,-1.172,-21.490,0.781,6.252,-8.205,-10.549,-1.954,-5.470,35.165,6.642,12.894,4.298,-8.205
'[13:23:36.070 02/09/2075]',-12.503,-7.424,-30.867,6.642,-6.642,-6.252,-13.675,-16.020,3.907,-1.172,-3.126,-23.834,-5.470,3.907,-8.596,-12.112,-5.470,-6.252,31.648,3.126,15.238,8.205,-8.596
