'Time and date','FP1-F7','F7-T7','T7-P7','P7-O1','FP1-F3','F3-C3','C3-P3','P3-O1','FP2-F4','F4-C4','C4-P4','P4-O2','FP2-F8','F8-T8','T8-P8','P8-O2','FZ-CZ','CZ-PZ','P7-T7','T7-FT9','FT9-FT10','FT10-T8','T8-P8'
'hh:mm:ss.mmm dd/mm/yyyy','uV','uV','uV','uV','uV','uV','uV','uV','uV','uV','uV','uV','uV','uV','uV','uV','uV','uV','uV','uV','uV','uV','uV'
'[04:45:06.000 07/11/2076]',35.556,63.687,-6.642,16.410,51.966,12.112,8.987,35.946,50.794,26.178,-116.435,-75.018,-28.523,105.104,1.172,-192.234,-44.151,19.145,7.424,-161.758,13.675,102.759,1.172
'[04:45:06.004 07/11/2076]',0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391
'[04:45:06.008 07/11/2076]',0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.000,0.391,0.391,0.391,0.391,-0.391,0.391,0.000,0.391,0.391,0.391,0.391,0.391
'[04:45:06.012 07/11/2076]',0.000,0.781,0.391,0.391,0.391,0.391,0.000,0.391,0.391,0.391,-3.516,-2.735,-1.563,2.344,0.000,-6.642,-0.391,-1.563,0.391,-1.563,1.172,2.344,0.000
'[04:45:06.016 07/11/2076]',0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,1.563,-1.563,0.391,0.391,0.391,0.000,0.781,1.954,0.391,0.781,0.000,0.000,0.391
'[04:45:06.020 07/11/2076]',3.516,-1.172,1.563,1.172,1.172,0.391,1.954,0.781,-0.391,1.172,19.536,14.066,8.987,-9.377,2.344,32.430,3.907,9.768,-0.781,10.159,-3.907,-8.596,2.344
'[04:45:06.023 07/11/2076]',3.126,-1.563,1.172,1.954,0.781,0.781,1.172,1.563,-0.391,0.391,14.066,23.053,8.205,-8.205,1.563,35.556,1.954,4.689,-0.391,7.424,-2.344,-6.252,1.563
'[04:45:06.027 07/11/2076]',-2.344,1.563,-0.781,0.391,-0.391,0.391,-1.563,0.391,1.563,-0.781,-23.053,-2.344,-7.424,10.159,-1.954,-25.397,-4.298,-11.722,1.563,-11.331,5.470,11.331,-1.954
'[04:45:06.031 07/11/2076]',-3.907,3.516,-1.563,-1.172,-0.391,-0.781,-0.781,-0.781,1.954,0.391,-23.834,-30.085,-11.722,14.457,-1.563,-52.747,-3.126,-7.424,2.344,-12.112,5.470,11.722,-1.563
'[04:45:06.035 07/11/2076]',4.298,-1.954,1.563,0.391,1.954,0.000,3.126,-0.391,-1.172,2.344,30.476,-2.735,9.768,-10.940,3.907,25.788,6.252,15.629,-0.781,15.238,-6.252,-13.675,3.907
'[04:45:06.039 07/11/2076]',12.112,-7.033,4.689,3.516,3.126,1.954,5.079,2.344,-3.126,3.126,67.204,58.608,31.258,-34.383,7.424,121.514,12.112,29.304,-3.907,35.165,-15.629,-30.867,7.424
'[04:45:06.043 07/11/2076]',23.443,-12.503,9.377,10.159,6.252,2.735,11.722,8.987,-3.516,7.033,115.263,133.236,63.297,-65.641,13.675,240.684,21.880,59.780,-8.596,60.952,-30.085,-56.264,13.675
'[04:45:06.047 07/11/2076]',32.430,-19.927,12.503,16.020,8.596,3.516,14.457,13.675,-5.470,6.642,151.990,198.095,85.958,-89.866,16.801,338.755,25.397,71.893,-11.722,81.270,-37.118,-75.018,16.801
'[04:45:06.051 07/11/2076]',27.741,-16.801,7.814,13.284,7.814,2.735,8.596,12.112,-1.563,5.079,100.806,179.731,66.813,-64.078,12.503,269.206,14.847,44.933,-7.033,54.310,-25.788,-49.231,12.503
'[04:45:06.055 07/11/2076]',21.099,-14.457,3.126,8.987,7.033,-1.563,5.470,7.424,-0.391,7.033,58.608,128.156,46.105,-37.900,10.549,175.433,10.159,30.085,-2.344,33.211,-16.410,-28.132,10.549
'[04:45:06.059 07/11/2076]',26.569,-21.490,2.344,3.126,10.159,-3.126,3.126,0.781,-5.861,10.549,96.117,103.541,51.966,-47.668,16.020,184.029,18.755,42.589,-1.563,55.873,-26.178,-45.324,16.020
'[04:45:06.063 07/11/2076]',32.039,-27.350,4.689,-3.516,13.284,-2.344,0.781,-5.470,-10.159,13.675,126.203,106.276,58.999,-56.264,21.490,211.770,25.397,46.105,-3.907,70.330,-34.383,-54.310,21.490
'[04:45:06.066 07/11/2076]',30.085,-27.350,3.126,-3.907,14.066,-2.735,-3.516,-5.079,-13.675,18.755,105.104,136.361,55.092,-51.966,21.490,221.538,28.132,35.946,-2.344,62.125,-36.337,-45.714,21.490
'[04:45:06.070 07/11/2076]',29.695,-26.569,5.861,-6.252,16.410,-1.954,-6.252,-4.689,-14.847,22.271,92.991,134.408,49.231,-47.668,23.053,209.817,31.648,30.867,-5.079,56.654,-37.509,-42.589,23.053
'[04:45:06.074 07/11/2076]',30.867,-22.662,6.252,-9.768,18.755,0.391,-5.079,-8.987,-17.582,30.085,99.243,94.945,41.026,-42.589,25.006,182.466,35.165,25.006,-5.470,52.357,-40.244,-41.807,25.006
'[04:45:06.078 07/11/2076]',32.039,-19.927,7.424,-10.940,18.364,5.079,-4.689,-10.159,-19.536,37.509,97.289,89.475,37.118,-37.118,25.397,179.341,41.807,16.020,-6.642,47.668,-40.635,-38.291,25.397
'[04:45:06.082 07/11/2076]',36.728,-21.099,10.159,-9.377,17.192,13.284,-3.516,-10.159,-21.880,43.761,100.415,97.680,39.853,-41.026,28.132,193.016,49.621,14.066,-9.377,50.794,-43.370,-41.807,28.132
'[04:45:06.086 07/11/2076]',37.509,-19.145,13.284,-11.722,14.066,21.099,-1.563,-13.284,-21.099,51.575,104.713,65.641,40.244,-38.681,30.085,168.400,57.827,11.722,-12.503,50.012,-42.589,-42.198,30.085
'[04:45:06.090 07/11/2076]',34.383,-16.410,15.238,-12.112,10.549,25.006,-0.391,-13.675,-17.973,55.873,88.303,43.370,36.337,-29.304,29.695,133.236,64.469,9.768,-14.457,41.807,-35.946,-35.556,29.695
'[04:45:06.094 07/11/2076]',36.728,-16.020,14.066,-7.033,11.722,27.350,-0.781,-10.159,-17.582,59.389,85.958,76.190,44.542,-36.728,30.867,165.665,73.455,12.894,-13.284,43.370,-37.900,-38.681,30.867
'[04:45:06.098 07/11/2076]',39.463,-18.364,15.238,-5.470,13.284,28.523,-1.954,-8.596,-16.410,58.999,98.462,92.991,51.966,-47.668,32.039,196.532,75.800,16.801,-14.457,53.138,-44.151,-46.496,32.039
'[04:45:06.102 07/11/2076]',35.165,-14.847,14.457,-7.033,14.066,27.741,-3.516,-10.159,-9.377,53.529,87.912,57.436,42.589,-37.900,28.913,156.679,71.111,6.642,-13.675,44.151,-39.853,-39.072,28.913
'[04:45:06.105 07/11/2076]',30.867,-11.722,13.675,-8.596,14.847,25.788,-4.689,-10.940,-4.689,50.012,70.720,41.026,32.821,-27.350,26.178,125.812,69.548,-1.563,-12.894,32.039,-33.993,-27.350,26.178
'[04:45:06.109 07/11/2076]',29.695,-14.457,15.629,-7.424,10.940,27.741,-4.689,-10.549,-0.781,46.105,89.084,56.654,41.026,-39.463,28.523,160.195,75.409,7.424,-14.847,42.979,-37.509,-36.728,28.523
'[04:45:06.113 07/11/2076]',27.741,-14.457,18.755,-8.205,8.596,27.350,-2.735,-9.377,2.735,44.542,96.508,53.138,44.151,-39.463,30.085,162.930,80.098,8.987,-17.973,40.635,-29.304,-37.509,30.085
'[04:45:06.117 07/11/2076]',23.834,-11.331,10.940,-3.516,10.549,21.099,-7.033,-5.470,6.642,41.026,55.482,48.059,29.304,-21.490,23.834,120.342,76.581,-10.940,-10.159,18.755,-18.364,-18.755,23.834
'[04:45:06.121 07/11/2076]',25.788,-12.503,4.689,-1.172,14.066,23.443,-12.894,-8.205,10.549,37.118,48.449,57.436,32.430,-27.741,22.662,127.375,74.237,-14.066,-3.907,23.053,-26.178,-19.145,22.662
'[04:45:06.125 07/11/2076]',30.476,-17.192,1.172,1.172,20.708,20.708,-14.457,-11.331,8.987,34.774,69.548,39.463,36.728,-40.244,23.443,134.017,72.674,-8.596,-0.391,39.463,-30.476,-34.774,23.443
'[04:45:06.129 07/11/2076]',34.774,-19.927,-2.344,0.391,25.788,19.145,-15.238,-17.192,9.377,29.695,78.535,28.523,38.681,-46.105,21.490,134.017,67.985,-11.722,3.126,44.151,-31.258,-39.463,21.490
'[04:45:06.133 07/11/2076]',33.602,-23.053,-5.861,3.126,24.225,21.490,-19.145,-19.145,9.768,26.569,65.641,60.171,42.589,-52.357,20.317,152.381,62.906,-7.033,6.642,46.886,-31.648,-39.463,20.317
'[04:45:06.137 07/11/2076]',31.648,-25.397,-6.642,4.298,19.536,19.927,-17.973,-17.973,7.424,26.569,60.171,64.860,42.979,-50.794,20.317,147.302,61.734,-1.954,7.424,44.933,-25.006,-38.681,20.317
'[04:45:06.141 07/11/2076]',27.350,-23.443,-7.424,4.298,14.847,17.973,-15.238,-17.973,5.861,28.523,58.217,39.853,37.118,-40.244,20.317,116.435,60.171,-1.954,8.205,36.337,-15.629,-32.430,20.317
'[04:45:06.145 07/11/2076]',26.960,-24.615,-8.205,4.689,12.503,18.364,-14.847,-17.582,4.689,31.258,58.217,50.403,40.244,-40.635,19.536,125.812,60.562,-3.126,8.987,38.291,-14.066,-31.258,19.536
'[04:45:06.148 07/11/2076]',28.132,-28.913,-6.642,6.252,11.722,16.410,-14.066,-15.238,0.781,31.258,68.767,64.860,44.542,-48.059,19.536,151.209,58.217,-2.344,7.424,49.231,-15.629,-38.681,19.536
'[04:45:06.152 07/11/2076]',23.443,-30.867,-8.987,7.814,8.205,11.722,-14.457,-14.457,0.000,26.960,65.250,38.291,37.900,-44.151,15.629,121.514,50.403,-9.377,9.768,46.886,-11.722,-35.556,15.629
'[04:45:06.156 07/11/2076]',17.192,-32.039,-12.112,7.424,3.516,6.252,-14.847,-14.066,0.391,20.708,47.668,21.490,29.695,-38.291,10.159,89.475,43.370,-17.582,12.894,40.244,-3.907,-30.867,10.159
'[04:45:06.160 07/11/2076]',15.629,-34.774,-11.722,8.596,-1.172,3.516,-14.066,-10.549,-0.781,16.801,45.714,58.999,33.602,-44.151,8.205,123.077,44.151,-13.284,12.503,42.979,-3.126,-33.602,8.205
'[04:45:06.164 07/11/2076]',10.159,-35.946,-14.066,11.722,-9.768,1.172,-16.020,-4.689,-1.563,12.503,39.463,85.958,33.211,-44.151,5.470,141.832,42.198,-14.847,14.847,37.118,2.344,-31.258,5.470
'[04:45:06.168 07/11/2076]',4.689,-28.913,-14.847,2.735,-13.675,4.689,-14.847,-11.722,1.172,8.987,31.648,42.979,23.834,-32.821,3.516,91.429,38.291,-24.225,15.629,24.615,8.987,-23.053,3.516
'[04:45:06.172 07/11/2076]',5.470,-23.053,-12.503,-5.861,-12.894,10.159,-15.629,-17.973,4.298,7.033,21.490,28.523,18.755,-27.350,1.563,69.548,35.946,-24.615,13.284,20.317,7.814,-17.582,1.563
'[04:45:06.176 07/11/2076]',14.066,-26.960,-12.894,-5.861,-9.377,16.020,-19.536,-18.364,1.172,3.907,47.668,38.291,29.304,-47.277,1.954,107.839,36.337,-8.987,13.675,41.807,-8.987,-32.430,1.954
'[04:45:06.180 07/11/2076]',18.755,-26.569,-13.284,-8.987,-6.642,18.364,-21.099,-21.099,-1.172,0.000,66.813,30.867,33.602,-56.264,3.126,115.653,34.774,-3.126,14.066,48.449,-13.284,-38.681,3.126
'[04:45:06.184 07/11/2076]',17.192,-26.178,-16.410,-8.596,-7.424,16.801,-23.834,-19.145,-3.907,-2.344,42.589,45.324,27.350,-48.059,0.781,100.806,30.476,-8.596,17.192,37.900,-9.377,-26.960,0.781
'[04:45:06.188 07/11/2076]',16.801,-27.350,-18.755,-7.424,-7.814,12.503,-26.178,-15.629,-9.377,-2.344,27.350,55.092,23.834,-42.979,-0.391,89.866,30.085,-7.814,19.536,32.039,-5.470,-17.973,-0.391
'[04:45:06.191 07/11/2076]',12.112,-28.523,-19.536,-11.722,-13.675,8.596,-22.662,-19.145,-14.847,0.391,49.231,21.490,23.443,-39.072,1.172,71.111,31.258,-3.907,20.317,35.165,1.172,-23.053,1.172
'[04:45:06.195 07/11/2076]',9.377,-28.913,-17.192,-17.582,-16.020,6.252,-22.271,-22.662,-19.145,5.079,58.217,5.470,23.443,-35.165,3.516,58.217,31.258,-4.298,17.973,36.337,7.033,-22.662,3.516
'[04:45:06.199 07/11/2076]',8.205,-31.648,-16.020,-17.192,-17.192,4.298,-25.397,-18.364,-25.006,8.987,50.012,33.211,26.178,-34.383,1.563,74.237,28.523,-1.954,16.801,39.072,7.814,-19.927,1.563
'[04:45:06.203 07/11/2076]',5.861,-30.085,-14.847,-19.927,-19.536,3.126,-27.350,-15.238,-30.476,12.894,46.496,28.132,25.397,-32.430,1.172,63.687,23.443,0.391,15.629,39.072,8.205,-20.317,1.172
'[04:45:06.207 07/11/2076]',2.344,-23.443,-13.675,-24.615,-21.490,4.298,-26.960,-15.629,-33.211,17.192,39.463,7.814,19.145,-24.225,1.563,34.383,20.708,0.781,14.457,32.039,9.768,-16.020,1.563
'[04:45:06.211 07/11/2076]',4.689,-21.490,-12.112,-27.741,-19.145,6.252,-27.350,-16.410,-35.556,21.099,33.211,30.867,21.099,-25.788,2.735,51.575,21.880,1.172,12.894,31.258,4.689,-15.629,2.735
'[04:45:06.215 07/11/2076]',8.987,-21.099,-11.331,-30.867,-19.536,8.205,-28.523,-14.457,-37.900,23.053,39.853,44.542,23.443,-32.430,4.298,74.237,25.006,-1.954,12.112,34.774,-0.391,-21.880,4.298
'[04:45:06.219 07/11/2076]',6.252,-16.020,-12.112,-41.026,-23.834,8.987,-27.741,-21.099,-34.383,25.788,33.993,7.814,17.192,-25.397,5.079,36.337,25.006,-12.894,12.894,26.569,0.391,-19.536,5.079
'[04:45:06.223 07/11/2076]',4.298,-14.457,-12.503,-47.277,-25.788,6.642,-28.132,-23.443,-27.741,26.569,14.847,-11.722,10.940,-15.629,2.735,3.126,23.443,-19.927,13.284,16.801,5.470,-11.331,2.735
'[04:45:06.227 07/11/2076]',5.470,-18.755,-14.066,-41.026,-31.258,3.126,-27.350,-13.675,-28.913,28.523,18.364,25.788,19.536,-26.178,3.907,46.105,26.178,-7.814,14.847,22.271,6.252,-18.364,3.907
'[04:45:06.230 07/11/2076]',6.252,-17.973,-12.894,-42.979,-33.602,4.298,-24.225,-14.847,-25.397,28.132,25.788,29.304,25.397,-30.085,6.252,55.873,23.443,2.344,13.675,27.350,6.252,-23.053,6.252
'[04:45:06.234 07/11/2076]',2.344,-13.284,-14.847,-41.807,-34.383,7.033,-24.615,-16.410,-19.536,25.006,8.987,1.954,17.582,-19.536,3.126,14.457,16.020,-3.516,15.629,15.238,10.549,-11.331,3.126
'[04:45:06.238 07/11/2076]',3.516,-12.112,-17.192,-37.118,-31.648,10.549,-27.350,-14.066,-17.582,23.834,-3.126,1.954,16.020,-19.927,1.563,6.252,12.894,-4.689,17.973,13.675,7.033,-7.424,1.563
'[04:45:06.242 07/11/2076]',7.814,-13.284,-15.238,-35.556,-26.960,10.159,-26.178,-13.675,-18.364,23.053,22.662,0.000,25.006,-34.383,1.954,34.774,16.020,4.298,16.020,31.648,0.000,-24.225,1.954
'[04:45:06.246 07/11/2076]',8.987,-14.457,-10.940,-37.118,-23.053,8.205,-24.615,-15.238,-16.801,22.271,32.430,-7.424,29.695,-39.853,-0.781,41.807,16.410,1.563,11.722,36.728,-0.391,-29.304,-0.781
'[04:45:06.250 07/11/2076]',6.252,-15.629,-11.331,-30.476,-19.145,2.344,-27.350,-7.424,-14.457,19.927,4.298,20.708,26.960,-35.946,-7.033,47.668,12.112,-5.079,12.112,28.913,3.126,-20.708,-7.033
'[04:45:06.254 07/11/2076]',5.079,-16.801,-9.377,-26.960,-14.457,-3.126,-28.132,-2.735,-14.066,17.973,-8.205,32.039,24.225,-33.602,-10.940,47.668,10.549,-5.861,10.159,27.350,5.470,-17.582,-10.940
'[04:45:06.258 07/11/2076]',2.735,-17.973,-5.079,-28.523,-11.722,-5.470,-26.178,-5.470,-14.066,15.629,4.298,-0.781,19.145,-29.695,-12.112,27.741,8.205,-3.516,5.861,26.178,7.424,-17.582,-12.112
'[04:45:06.262 07/11/2076]',1.563,-18.755,-4.689,-26.178,-10.159,-4.689,-26.960,-5.079,-14.066,14.847,10.159,-3.907,17.192,-26.178,-14.457,30.867,6.642,-5.861,5.470,23.443,9.377,-14.847,-14.457
'[04:45:06.266 07/11/2076]',2.344,-22.662,-4.689,-19.927,-8.205,-5.861,-27.350,-2.344,-14.847,15.238,6.642,20.708,20.708,-26.960,-19.927,55.092,5.079,-2.344,5.470,27.741,11.331,-16.020,-19.927
'[04:45:06.270 07/11/2076]',-1.172,-22.271,-5.079,-18.364,-10.549,-5.861,-26.178,-3.516,-12.112,15.238,3.516,7.424,19.927,-22.271,-27.741,45.324,4.689,-5.079,5.861,27.741,15.629,-16.410,-27.741
'[04:45:06.273 07/11/2076]',-5.079,-19.536,-9.768,-17.582,-11.722,-7.424,-26.569,-6.642,-6.642,14.847,-10.940,-5.861,17.192,-15.629,-34.774,25.006,4.689,-10.159,10.549,24.225,17.582,-13.675,-34.774
'[04:45:06.277 07/11/2076]',-3.907,-21.099,-11.722,-14.066,-11.331,-10.159,-25.397,-3.907,-4.689,14.457,-15.629,23.053,22.271,-21.099,-40.244,57.436,8.596,-7.033,12.503,31.258,12.894,-17.582,-40.244
'[04:45:06.281 07/11/2076]',-1.563,-23.443,-10.940,-11.331,-12.503,-10.940,-22.271,-1.563,-5.861,13.675,-4.689,38.681,28.132,-29.695,-37.509,82.051,8.205,-2.735,11.722,37.118,8.987,-24.225,-37.509
'[04:45:06.285 07/11/2076]',-2.735,-20.708,-10.159,-15.238,-14.457,-10.159,-19.927,-4.689,-4.298,12.503,-7.033,0.391,20.317,-20.708,-33.211,35.556,6.252,-9.377,10.940,28.132,10.549,-17.582,-33.211
'[04:45:06.289 07/11/2076]',-5.861,-17.582,-9.768,-13.284,-16.801,-12.112,-16.020,-1.563,-4.689,12.894,-13.284,-19.927,14.457,-11.331,-28.913,1.954,5.861,-8.987,10.549,19.145,16.801,-10.549,-28.913
'[04:45:06.293 07/11/2076]',-0.391,-16.801,-9.768,-13.675,-15.629,-8.596,-14.066,-2.735,-4.689,11.722,-3.126,14.066,22.271,-19.536,-23.443,38.681,11.331,-0.781,10.549,22.662,10.940,-13.284,-23.443
'[04:45:06.297 07/11/2076]',1.172,-15.629,-8.987,-17.582,-11.722,-3.907,-15.238,-8.596,-1.563,9.768,8.205,21.099,26.960,-24.615,-17.192,53.919,14.847,1.563,9.768,25.788,5.470,-15.238,-17.192
'[04:45:06.301 07/11/2076]',0.000,-8.596,-13.675,-19.536,-7.033,-0.781,-21.490,-12.503,3.907,2.344,-12.503,13.675,16.801,-15.238,-19.145,26.960,8.596,-10.549,14.457,13.284,0.781,-1.954,-19.145
'[04:45:06.305 07/11/2076]',-0.781,-6.642,-13.675,-20.317,-4.689,0.000,-23.443,-12.894,7.033,-2.344,-26.178,17.973,10.549,-11.722,-19.536,18.364,2.344,-9.768,14.457,5.079,0.391,5.470,-19.536
'[04:45:06.309 07/11/2076]',1.954,-7.424,-10.549,-21.099,-0.391,1.563,-23.443,-14.066,3.907,-3.126,1.954,4.298,15.238,-21.490,-14.847,29.695,1.563,1.563,11.331,16.410,-3.907,-7.033,-14.847
'[04:45:06.313 07/11/2076]',0.781,-6.252,-7.424,-22.271,0.391,1.563,-21.880,-16.410,5.861,-3.516,14.847,-9.768,16.020,-22.662,-14.066,28.913,-1.954,3.907,8.205,19.536,-2.735,-10.159,-14.066
'[04:45:06.316 07/11/2076]',-2.344,-8.205,-7.033,-18.755,0.000,-1.172,-23.834,-12.112,6.252,-4.689,-8.205,16.801,12.894,-18.755,-17.973,36.337,-3.907,-0.391,7.814,11.722,3.126,-3.907,-17.973
'[04:45:06.320 07/11/2076]',-4.689,-10.940,-7.814,-17.192,0.781,-4.689,-25.006,-11.722,5.861,-5.470,-19.145,24.225,11.331,-21.099,-21.099,37.900,-3.516,-3.516,8.596,10.549,4.298,-3.907,-21.099
'[04:45:06.324 07/11/2076]',-9.768,-11.331,-8.987,-18.755,1.563,-8.596,-27.350,-14.847,9.768,-10.159,-17.973,-8.596,5.079,-19.536,-24.615,12.894,-2.735,-11.722,9.768,7.814,5.079,-2.344,-24.615
'[04:45:06.328 07/11/2076]',-12.894,-14.066,-12.503,-16.410,0.391,-13.675,-29.304,-13.675,10.159,-14.457,-21.880,-5.470,0.391,-20.317,-27.350,17.192,-3.907,-17.192,13.284,4.298,5.470,-1.563,-27.350
'[04:45:06.332 07/11/2076]',-10.940,-18.364,-14.847,-15.629,3.907,-17.192,-31.258,-15.238,7.424,-16.410,-14.847,10.549,3.516,-31.258,-27.741,42.979,-5.861,-16.801,15.629,12.894,0.391,-9.377,-27.741
'[04:45:06.336 07/11/2076]',-7.424,-20.317,-17.192,-17.582,7.033,-18.364,-33.602,-18.755,6.642,-18.364,-8.596,-11.722,1.954,-32.039,-30.085,28.523,-9.377,-16.410,17.973,14.847,-2.344,-10.549,-30.085
'[04:45:06.340 07/11/2076]',-7.424,-20.708,-20.317,-15.238,7.424,-19.536,-33.211,-19.536,4.298,-17.973,-24.225,-28.523,-7.033,-24.615,-34.383,0.391,-13.284,-17.192,21.099,9.377,-0.391,-5.861,-34.383
'[04:45:06.344 07/11/2076]',-4.689,-25.006,-18.755,-6.642,5.861,-18.364,-30.085,-12.894,0.391,-17.582,-23.053,7.424,-1.954,-31.258,-37.900,37.900,-11.722,-8.987,19.536,13.675,0.000,-8.596,-37.900
'[04:45:06.348 07/11/2076]',-2.735,-27.350,-15.238,1.172,2.735,-16.020,-23.053,-6.252,-2.735,-17.582,-13.675,24.615,1.563,-33.602,-38.681,62.125,-9.377,-3.907,16.020,16.020,2.344,-11.331,-38.681
'[04:45:06.352 07/11/2076]',-12.894,-21.099,-12.112,6.252,-7.033,-14.457,-18.364,0.391,-3.516,-19.927,-33.602,-13.284,-14.457,-11.331,-43.370,0.391,-12.112,-15.629,12.894,-4.689,20.317,3.516,-43.370
'[04:45:06.355 07/11/2076]',-18.755,-15.238,-8.205,6.252,-12.894,-12.112,-11.331,1.563,-3.126,-19.145,-33.993,-18.755,-15.629,-4.689,-42.979,-10.940,-9.377,-13.284,8.987,-9.377,26.569,7.424,-42.979
'[04:45:06.359 07/11/2076]',-11.722,-16.020,-3.516,6.252,-12.503,-5.470,-7.814,2.735,-6.252,-17.582,-4.298,0.391,-0.781,-19.145,-39.853,32.821,0.391,-0.391,4.298,10.940,15.238,-6.252,-39.853
'[04:45:06.363 07/11/2076]',-5.861,-16.020,-4.298,7.033,-10.159,-2.735,-11.331,5.079,-8.205,-19.536,9.768,10.159,5.079,-29.695,-38.681,55.873,2.735,0.000,5.079,22.271,6.252,-14.847,-38.681
'[04:45:06.367 07/11/2076]',-7.033,-14.457,-6.642,8.987,-8.987,-3.126,-15.629,8.205,-7.033,-21.490,-9.768,16.020,-3.126,-20.708,-41.807,42.589,-1.172,-11.722,7.424,16.410,6.252,-5.861,-41.807
'[04:45:06.371 07/11/2076]',-6.642,-15.629,-8.205,12.112,-5.861,-7.033,-18.364,13.675,-7.033,-23.443,-23.443,25.397,-7.033,-17.582,-42.589,38.681,-4.298,-17.192,8.987,13.675,5.470,-0.391,-42.589
'[04:45:06.375 07/11/2076]',-4.689,-17.192,-7.814,13.675,-3.516,-10.159,-18.364,16.020,-8.596,-21.880,-2.344,7.033,-6.252,-19.927,-39.463,39.853,-5.079,-13.675,8.596,21.880,3.516,-9.768,-39.463
'[04:45:06.379 07/11/2076]',-5.470,-17.192,-3.907,12.503,-3.126,-12.112,-14.457,16.410,-8.596,-20.317,9.768,-1.563,-3.907,-17.973,-37.118,38.681,-8.987,-14.066,4.689,22.271,8.987,-10.940,-37.118
'[04:45:06.383 07/11/2076]',-6.252,-16.020,-1.563,19.145,-3.516,-11.722,-11.331,23.834,-8.205,-17.192,-1.172,32.039,1.954,-18.755,-35.946,57.045,-7.424,-11.722,2.344,19.927,7.424,-5.470,-35.946
'[04:45:06.387 07/11/2076]',-3.516,-15.238,-0.391,25.397,-3.907,-9.768,-9.768,30.867,-8.596,-12.894,-5.079,39.463,6.252,-17.973,-32.039,56.654,-5.079,-8.596,1.172,19.536,7.033,-3.126,-32.039
'[04:45:06.391 07/11/2076]',-2.344,-11.331,0.391,29.695,-3.516,-8.596,-5.079,35.556,-6.642,-8.987,-3.907,21.490,6.252,-9.377,-29.304,33.211,-3.907,-7.033,0.391,14.457,12.112,1.954,-29.304
'[04:45:06.395 07/11/2076]',1.172,-8.987,1.954,33.602,-1.563,-4.298,-4.298,39.853,-4.298,-3.126,-2.344,35.556,11.722,-4.689,-26.569,44.933,2.735,-4.298,-1.172,12.112,15.238,6.642,-26.569
'[04:45:06.398 07/11/2076]',8.205,-10.549,0.391,35.556,0.391,-0.391,-3.516,37.509,-3.126,1.563,8.205,48.840,19.536,-5.861,-23.053,66.813,8.205,0.391,0.391,19.145,10.940,3.907,-23.053
'[04:45:06.402 07/11/2076]',9.377,-10.940,0.391,33.993,2.344,2.735,-4.298,32.039,-1.172,8.205,8.596,21.880,17.582,2.735,-22.662,41.416,9.768,-2.735,0.391,19.536,12.503,5.470,-22.662
'[04:45:06.406 07/11/2076]',7.424,-8.205,-1.563,32.821,0.391,3.907,-2.735,28.523,0.000,15.629,-6.252,3.516,10.159,14.847,-22.662,11.722,14.066,-7.424,2.344,10.549,16.020,12.894,-22.662
'[04:45:06.410 07/11/2076]',5.861,-9.768,-1.954,34.774,-2.735,3.126,0.781,27.350,-1.954,23.443,-5.861,37.900,14.847,12.112,-19.145,44.933,23.834,-1.563,2.735,17.192,11.331,10.159,-19.145
'[04:45:06.414 07/11/2076]',3.516,-14.066,0.391,39.853,-8.596,0.000,6.252,32.039,-6.252,26.960,-5.861,62.125,17.192,10.549,-17.192,66.813,26.569,-0.781,0.391,17.582,17.582,8.596,-17.192
