'Time and date','FP1-F7','F7-T7','T7-P7','P7-O1','FP1-F3','F3-C3','C3-P3','P3-O1','FP2-F4','F4-C4','C4-P4','P4-O2','FP2-F8','F8-T8','T8-P8','P8-O2','FZ-CZ','CZ-PZ','P7-T7','T7-FT9','FT9-FT10','FT10-T8','T8-P8'
'hh:mm:ss.mmm dd/mm/yyyy','uV','uV','uV','uV','uV','uV','uV','uV','uV','uV','uV','uV','uV','uV','uV','uV','uV','uV','uV','uV','uV','uV','uV'
'[14:23:39.000 02/09/2075]',89.866,0.000,-8.596,-53.138,-42.198,48.059,19.536,2.735,-124.640,17.192,60.171,51.575,-46.496,26.960,24.225,-0.391,-5.079,60.562,9.377,-32.821,-25.788,-40.244,24.225
'[14:23:39.004 02/09/2075]',0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391
'[14:23:39.008 02/09/2075]',0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391
'[14:23:39.012 02/09/2075]',0.391,0.391,0.391,0.391,0.781,0.391,0.391,0.391,0.781,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391
'[14:23:39.016 02/09/2075]',0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.000,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.000,0.391,0.781,0.391
'[14:23:39.020 02/09/2075]',0.391,0.781,0.000,0.000,-1.563,1.563,0.391,0.781,-1.172,0.391,0.391,1.172,-0.781,1.172,0.391,0.391,0.391,0.781,0.781,0.000,0.391,0.391,0.391
'[14:23:39.023 02/09/2075]',1.172,0.000,0.000,1.172,-0.391,1.563,0.391,1.172,-0.391,0.781,0.781,1.172,-0.391,0.781,0.781,0.781,0.781,0.391,0.781,1.954,0.391,-1.563,0.781
'[14:23:39.027 02/09/2075]',1.563,-0.391,0.391,1.563,3.126,-0.391,0.391,0.391,1.172,0.391,1.172,0.391,1.563,-0.391,0.781,1.172,1.563,0.000,0.391,2.344,0.000,-0.391,0.781
'[14:23:39.031 02/09/2075]',0.000,0.781,0.781,-0.391,3.126,-1.954,0.781,-0.781,1.954,0.000,0.391,-0.391,1.563,0.000,0.391,0.391,0.781,0.391,0.000,-1.563,0.000,3.126,0.391
