'Time and date','FP1-F7','F7-T7','T7-P7','P7-O1','FP1-F3','F3-C3','C3-P3','P3-O1','FP2-F4','F4-C4','C4-P4','P4-O2','FP2-F8','F8-T8','T8-P8','P8-O2','FZ-CZ','CZ-PZ','P7-T7','T7-FT9','FT9-FT10','FT10-T8','T8-P8'
'hh:mm:ss.mmm dd/mm/yyyy','uV','uV','uV','uV','uV','uV','uV','uV','uV','uV','uV','uV','uV','uV','uV','uV','uV','uV','uV','uV','uV','uV','uV'
'[13:50:45.000 25/07/2074]',-29.304,-9.377,101.587,-32.039,-32.430,37.509,94.554,-68.767,5.079,10.549,76.190,-28.132,12.894,20.317,28.913,1.563,27.741,110.574,-100.806,57.436,35.556,-53.138,28.913
'[13:50:45.004 25/07/2074]',0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391
'[13:50:45.008 25/07/2074]',0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391,0.391
'[13:50:45.012 25/07/2074]',1.172,0.391,0.391,0.000,1.172,0.781,0.000,0.391,0.391,0.391,0.391,0.000,0.391,0.781,0.391,-0.391,0.391,0.781,0.391,0.781,0.391,0.000,0.391
'[13:50:45.016 25/07/2074]',-0.781,0.391,0.781,1.172,-0.391,0.781,0.391,0.391,-1.954,0.391,0.781,1.563,0.781,-1.172,-0.391,1.563,0.391,0.781,0.000,0.391,1.172,0.391,-0.391
'[13:50:45.020 25/07/2074]',-2.735,0.000,0.781,1.563,-2.344,-0.781,2.344,0.781,0.781,0.781,0.000,1.563,0.391,0.000,0.391,2.735,-0.781,-1.563,0.000,-1.563,0.391,2.344,0.391
'[13:50:45.023 25/07/2074]',-0.781,1.563,-2.344,0.781,-1.563,-3.516,3.126,1.563,5.470,0.000,-1.563,0.391,0.000,0.391,3.126,0.391,0.000,-2.735,3.126,-3.126,-1.954,0.781,3.126
'[13:50:45.027 25/07/2074]',3.516,1.954,-2.735,0.000,2.344,-0.391,-0.781,1.563,0.391,-1.172,0.391,0.391,-1.172,2.344,0.000,-1.563,1.172,1.172,3.516,1.172,0.000,-1.563,0.000
'[13:50:45.031 25/07/2074]',3.126,-1.172,3.126,0.000,3.516,5.470,-3.126,-0.781,-7.424,0.391,2.735,0.781,2.344,-0.781,-3.516,-0.391,0.391,4.689,-2.344,4.298,4.298,0.000,-3.516
'[13:50:45.035 25/07/2074]',-1.954,-4.298,6.252,1.172,0.000,1.563,0.391,-0.391,0.781,1.954,0.000,1.563,1.954,-2.735,1.563,2.344,-1.563,-1.563,-5.470,0.000,0.781,3.907,1.563
'[13:50:45.039 25/07/2074]',-13.284,1.563,-1.563,7.814,-8.987,-8.987,5.861,7.424,1.172,-1.563,-2.735,8.205,-4.298,-6.252,4.689,11.331,-4.689,-8.596,2.344,-8.205,-1.563,2.735,4.689
'[13:50:45.043 25/07/2074]',-33.211,7.033,-9.768,21.880,-28.132,-19.927,16.801,17.973,-13.675,-3.126,-1.172,25.006,-6.252,-15.238,-2.735,31.648,-14.066,-15.238,10.549,-23.443,3.907,8.596,-2.735
